date,source,medium,new_users,sessions,engaged_sessions,engagement_rate,transactions,total_revenue
2025-06-24,tiktok,social,39,54,34,0.64,2,463.46
2025-06-24,google,organic,148,194,125,0.65,9,2400.12
2025-06-24,instagram,social,180,252,153,0.61,10,2580.43
2025-06-24,tiktok,social,62,92,60,0.66,4,882.79
2025-06-25,google,cpc,79,99,51,0.52,5,1142.16
2025-06-25,google,cpc,56,75,49,0.66,4,840.43
2025-06-25,email,newsletter,264,388,219,0.56,19,4801.86
2025-06-25,tiktok,social,87,119,82,0.69,7,1614.98
2025-06-25,google,organic,81,120,63,0.53,7,1837.3
2025-06-25,google,organic,170,216,131,0.61,10,2115.78
2025-06-25,instagram,social,141,180,121,0.67,8,1500.79
2025-06-25,direct,(none),255,341,190,0.56,18,4564.05
2025-06-25,google,cpc,151,195,113,0.58,10,2371.36
2025-06-25,instagram,social,126,179,95,0.53,10,2616.68
2025-06-25,direct,(none),99,139,85,0.61,7,1733.85
2025-06-26,direct,(none),24,34,18,0.53,0,0.0
2025-06-26,instagram,social,117,148,88,0.6,4,1296.96
2025-06-26,google,cpc,122,153,84,0.55,4,1106.44
2025-06-26,tiktok,social,35,48,27,0.57,1,238.95
2025-06-26,instagram,social,86,124,75,0.61,3,779.54
2025-06-26,direct,(none),71,86,59,0.69,2,497.62
2025-06-27,instagram,social,228,300,207,0.69,13,3251.13
2025-06-27,direct,(none),89,119,74,0.63,5,1176.11
2025-06-27,direct,(none),254,363,246,0.68,18,3758.54
2025-06-27,direct,(none),235,328,215,0.66,12,3073.64
2025-06-27,instagram,social,62,92,57,0.63,4,879.22
2025-06-27,tiktok,social,267,389,201,0.52,15,3823.27
2025-06-28,tiktok,social,230,318,167,0.53,16,3922.01
2025-06-28,email,newsletter,296,408,281,0.69,22,5799.56
2025-06-28,direct,(none),294,381,229,0.6,19,4611.41
2025-06-28,tiktok,social,282,372,245,0.66,20,5199.22
2025-06-28,instagram,social,157,200,122,0.61,11,2320.49
2025-06-29,email,newsletter,256,368,235,0.64,20,3604.37
2025-06-29,google,organic,199,281,159,0.57,20,3606.5
2025-06-29,tiktok,social,299,441,276,0.63,26,4356.11
2025-06-29,google,organic,53,68,44,0.65,4,892.72
2025-06-29,direct,(none),366,537,377,0.7,37,6455.7
2025-06-29,instagram,social,312,419,271,0.65,23,4069.54
2025-06-29,google,cpc,133,185,136,0.74,12,2694.91
2025-06-29,google,cpc,266,363,267,0.74,22,4827.08
2025-06-29,instagram,social,181,258,182,0.71,14,3166.09
2025-06-29,google,cpc,174,213,159,0.75,15,2680.04
2025-06-30,instagram,social,93,125,77,0.62,2,640.84
2025-06-30,email,newsletter,39,54,33,0.61,1,321.67
2025-06-30,google,cpc,132,163,94,0.58,3,942.8
2025-06-30,tiktok,social,137,184,94,0.51,3,972.42
2025-06-30,email,newsletter,95,142,85,0.6,4,1031.02
2025-06-30,direct,(none),29,40,21,0.55,0,0.0
2025-06-30,email,newsletter,69,98,52,0.54,3,931.57
2025-07-01,email,newsletter,165,205,132,0.65,7,1387.32
2025-07-01,email,newsletter,89,120,83,0.7,4,1051.33
2025-07-01,google,cpc,166,219,117,0.54,8,1969.75
2025-07-01,tiktok,social,63,89,45,0.51,4,901.47
2025-07-01,instagram,social,127,162,107,0.66,8,2005.98
2025-07-01,google,cpc,240,299,150,0.5,15,4179.97
2025-07-01,google,organic,213,276,173,0.63,14,3545.07
2025-07-01,email,newsletter,178,261,143,0.55,9,2408.7
2025-07-02,google,organic,122,179,121,0.68,5,1207.66
2025-07-02,google,organic,59,78,42,0.55,1,282.45
2025-07-02,google,cpc,63,81,49,0.61,2,600.39
2025-07-02,google,cpc,41,54,31,0.59,1,308.51
2025-07-02,google,cpc,142,185,123,0.67,5,1373.23
2025-07-02,email,newsletter,130,176,89,0.51,5,1447.16
2025-07-02,direct,(none),92,132,91,0.69,3,719.47
2025-07-02,google,cpc,100,126,69,0.55,3,742.9
2025-07-03,direct,(none),276,366,228,0.62,20,3915.21
2025-07-03,google,cpc,137,172,113,0.66,8,1750.38
2025-07-03,direct,(none),80,113,63,0.56,6,1153.75
2025-07-03,tiktok,social,125,151,98,0.66,8,1714.54
2025-07-03,tiktok,social,171,209,132,0.63,9,2299.22
2025-07-03,instagram,social,244,347,224,0.65,20,4985.85
2025-07-03,google,organic,256,324,221,0.68,14,3095.87
2025-07-03,instagram,social,288,424,222,0.52,24,5304.69
2025-07-04,google,cpc,280,365,250,0.69,15,2975.45
2025-07-04,tiktok,social,124,185,92,0.5,9,1925.06
2025-07-04,direct,(none),255,309,160,0.52,18,4555.2
2025-07-04,google,organic,110,151,85,0.56,8,1797.37
2025-07-04,direct,(none),199,272,141,0.52,14,3434.25
2025-07-05,tiktok,social,60,81,50,0.62,3,597.66
2025-07-05,google,cpc,172,239,144,0.6,10,2555.52
2025-07-05,direct,(none),64,83,44,0.54,4,969.3
2025-07-05,email,newsletter,148,188,107,0.57,7,1638.96
2025-07-05,google,cpc,275,362,212,0.59,17,3573.97
2025-07-05,instagram,social,275,381,213,0.56,21,4852.54
2025-07-05,google,cpc,285,344,178,0.52,18,3979.39
2025-07-06,tiktok,social,323,430,310,0.72,25,5204.88
2025-07-06,google,organic,259,333,191,0.57,22,4162.38
2025-07-06,email,newsletter,323,431,288,0.67,21,5165.61
2025-07-06,tiktok,social,168,233,131,0.57,14,3082.1
2025-07-06,google,cpc,61,85,58,0.69,5,1103.21
2025-07-06,tiktok,social,85,118,72,0.61,6,1109.39
2025-07-06,email,newsletter,126,162,111,0.69,8,1942.66
2025-07-06,tiktok,social,107,154,93,0.61,9,1748.11
2025-07-07,direct,(none),70,84,44,0.53,2,617.31
2025-07-07,google,cpc,108,155,85,0.55,4,1269.1
2025-07-07,email,newsletter,130,193,113,0.59,2,638.59
2025-07-07,google,cpc,131,181,110,0.61,4,1277.43
2025-07-07,google,organic,75,101,53,0.53,2,557.73
2025-07-07,direct,(none),28,36,20,0.56,0,0.0
2025-07-08,direct,(none),29,41,25,0.62,1,254.9
2025-07-08,instagram,social,59,73,40,0.56,1,235.31
2025-07-08,tiktok,social,30,38,23,0.62,0,0.0
2025-07-08,email,newsletter,23,33,18,0.56,0,0.0
2025-07-08,instagram,social,92,130,85,0.66,2,648.47
2025-07-08,google,organic,123,184,124,0.68,4,1076.32
2025-07-08,google,organic,41,57,39,0.69,1,269.57
2025-07-08,tiktok,social,47,69,47,0.69,2,504.24
2025-07-09,instagram,social,39,50,25,0.51,2,494.22
2025-07-09,tiktok,social,203,300,156,0.52,16,3199.23
2025-07-09,email,newsletter,79,116,59,0.51,6,1304.22
2025-07-09,google,cpc,152,190,96,0.51,8,1987.33
2025-07-09,google,cpc,195,267,161,0.61,10,2706.08
2025-07-10,email,newsletter,377,461,281,0.61,28,6394.08
2025-07-10,email,newsletter,275,389,266,0.68,27,5478.89
2025-07-10,email,newsletter,364,463,340,0.74,26,5703.32
2025-07-10,google,organic,75,110,64,0.58,6,1093.98
2025-07-10,direct,(none),280,412,281,0.68,31,6446.7
2025-07-10,google,organic,123,183,109,0.6,12,2822.51
2025-07-10,direct,(none),293,437,261,0.6,32,7055.69
2025-07-10,google,cpc,175,228,127,0.56,15,3503.6
2025-07-10,tiktok,social,366,477,306,0.64,30,5428.57
2025-07-10,google,organic,387,500,347,0.69,36,8401.36
2025-07-10,instagram,social,162,222,143,0.64,15,2742.5
2025-07-11,direct,(none),53,66,44,0.68,1,245.87
2025-07-11,google,organic,44,64,39,0.61,2,581.65
2025-07-11,tiktok,social,128,178,113,0.64,6,1749.09
2025-07-11,email,newsletter,28,36,19,0.53,1,253.92
2025-07-11,direct,(none),166,244,152,0.63,7,1862.1
2025-07-11,email,newsletter,67,96,57,0.6,2,461.97
2025-07-11,instagram,social,169,215,120,0.56,5,1139.64
2025-07-12,direct,(none),114,159,108,0.69,9,1926.81
2025-07-12,direct,(none),97,118,78,0.67,5,1316.16
2025-07-12,google,cpc,101,128,64,0.51,6,1412.0
2025-07-12,direct,(none),114,157,94,0.6,7,1669.12
2025-07-12,google,cpc,141,198,133,0.67,8,1858.35
2025-07-12,direct,(none),76,96,54,0.56,5,1303.74
2025-07-13,instagram,social,149,181,109,0.6,10,2486.26
2025-07-13,direct,(none),230,304,206,0.68,13,2876.35
2025-07-13,instagram,social,309,381,251,0.66,21,5428.6
2025-07-13,direct,(none),199,269,138,0.52,11,2644.26
2025-07-13,direct,(none),284,409,270,0.66,19,4265.99
2025-07-13,email,newsletter,218,318,172,0.54,15,3450.75
2025-07-14,instagram,social,135,183,93,0.51,4,1157.72
2025-07-14,google,cpc,184,266,165,0.62,10,2590.56
2025-07-14,google,cpc,110,160,103,0.65,4,1230.58
2025-07-14,direct,(none),49,70,48,0.7,2,513.8
2025-07-14,google,cpc,92,122,64,0.53,4,1169.09
2025-07-14,email,newsletter,65,82,57,0.7,3,680.86
2025-07-15,email,newsletter,53,69,47,0.69,2,552.53
2025-07-15,email,newsletter,174,212,122,0.58,8,2280.55
2025-07-15,instagram,social,170,250,153,0.61,11,2984.87
2025-07-15,direct,(none),239,331,187,0.57,12,2664.53
2025-07-15,tiktok,social,200,278,164,0.59,12,3007.29
2025-07-16,instagram,social,63,86,55,0.65,1,272.63
2025-07-16,tiktok,social,68,90,54,0.6,2,640.85
2025-07-16,google,cpc,143,175,116,0.66,5,1597.26
2025-07-16,direct,(none),79,110,55,0.51,2,585.51
2025-07-16,tiktok,social,114,152,98,0.65,4,1190.1
2025-07-16,tiktok,social,57,78,40,0.52,2,592.66
2025-07-16,google,cpc,131,180,103,0.57,3,773.95
2025-07-16,direct,(none),50,68,39,0.59,1,261.57
2025-07-16,tiktok,social,107,154,87,0.57,5,1466.96
2025-07-16,google,cpc,22,30,15,0.51,0,0.0
2025-07-16,direct,(none),66,86,49,0.57,2,519.17
2025-07-16,google,cpc,100,136,91,0.68,3,964.18
2025-07-16,tiktok,social,117,148,95,0.64,3,835.0
2025-07-16,google,cpc,96,121,65,0.55,2,459.77
2025-07-17,tiktok,social,99,140,83,0.59,2,519.17
2025-07-17,instagram,social,80,107,71,0.67,3,719.1
2025-07-17,email,newsletter,44,63,43,0.69,1,236.52
2025-07-17,google,cpc,85,121,69,0.57,2,587.88
2025-07-17,tiktok,social,104,144,72,0.51,4,1108.77
2025-07-17,tiktok,social,20,27,14,0.55,0,0.0
2025-07-17,google,organic,141,186,116,0.63,6,1431.52
2025-07-17,google,cpc,21,30,16,0.55,0,0.0
2025-07-17,email,newsletter,63,86,45,0.53,2,544.0
2025-07-17,direct,(none),62,75,44,0.59,1,279.73
2025-07-17,tiktok,social,128,155,82,0.53,3,919.0
2025-07-17,direct,(none),126,168,102,0.61,2,582.13
2025-07-18,google,organic,87,110,74,0.68,3,729.35
2025-07-18,google,cpc,128,177,109,0.62,4,910.17
2025-07-18,google,cpc,191,270,137,0.51,10,2677.8
2025-07-18,instagram,social,170,234,133,0.57,7,1735.48
2025-07-18,direct,(none),188,272,147,0.54,6,1658.25
2025-07-18,google,organic,98,134,78,0.58,4,1100.31
2025-07-18,google,cpc,115,138,70,0.51,4,905.4
2025-07-19,google,cpc,58,76,45,0.6,4,1053.3
2025-07-19,instagram,social,293,406,209,0.52,22,4236.8
2025-07-19,instagram,social,218,266,149,0.56,13,2816.19
2025-07-19,google,cpc,54,74,38,0.52,4,907.09
2025-07-19,google,cpc,164,226,130,0.58,11,2190.97
2025-07-19,tiktok,social,307,454,312,0.69,19,4681.86
2025-07-19,email,newsletter,195,253,157,0.62,13,2873.39
2025-07-19,email,newsletter,89,121,78,0.65,6,1496.75
2025-07-19,email,newsletter,126,169,106,0.63,8,1821.32
2025-07-20,instagram,social,250,308,188,0.61,14,3816.73
2025-07-20,tiktok,social,185,242,137,0.57,10,2132.88
2025-07-20,direct,(none),196,249,151,0.61,9,2073.94
2025-07-20,direct,(none),264,348,183,0.53,15,3121.32
2025-07-20,email,newsletter,163,196,99,0.51,7,1748.31
2025-07-20,instagram,social,92,121,61,0.51,6,1252.85
2025-07-21,email,newsletter,262,391,248,0.64,15,3287.26
2025-07-21,google,organic,214,282,142,0.5,15,3242.71
2025-07-21,google,cpc,72,93,58,0.62,3,640.54
2025-07-21,instagram,social,180,224,121,0.54,8,1999.14
2025-07-21,instagram,social,47,61,33,0.54,2,405.77
2025-07-21,direct,(none),186,252,144,0.57,14,3372.76
2025-07-21,google,organic,283,348,181,0.52,13,3156.49
2025-07-21,tiktok,social,271,403,256,0.64,16,4147.16
2025-07-21,google,organic,89,128,65,0.51,5,1288.01
2025-07-21,google,cpc,98,120,70,0.59,5,1263.83
2025-07-21,google,cpc,188,227,154,0.68,10,2275.53
2025-07-21,instagram,social,224,307,160,0.52,11,2171.2
2025-07-21,google,organic,212,254,168,0.67,12,3044.73
2025-07-21,email,newsletter,285,405,281,0.7,19,5047.44
2025-07-22,email,newsletter,69,101,53,0.53,1,255.66
2025-07-22,direct,(none),35,50,27,0.55,0,0.0
2025-07-22,email,newsletter,39,49,27,0.56,1,272.69
2025-07-22,google,cpc,149,198,107,0.54,6,1873.98
2025-07-22,google,cpc,125,180,96,0.54,4,1062.87
2025-07-22,google,organic,96,123,74,0.61,4,940.46
2025-07-22,google,organic,143,189,117,0.62,5,1576.27
2025-07-23,google,cpc,172,244,156,0.64,12,3041.05
2025-07-23,email,newsletter,72,96,51,0.54,4,937.59
2025-07-23,google,cpc,136,172,110,0.64,9,2473.4
2025-07-23,google,cpc,252,341,230,0.68,17,3972.03
2025-07-23,google,cpc,214,265,158,0.6,11,2506.59
2025-07-23,email,newsletter,186,276,149,0.54,11,2735.24
2025-07-24,email,newsletter,131,165,114,0.69,5,1009.16
2025-07-24,instagram,social,192,281,148,0.53,12,2486.91
2025-07-24,direct,(none),43,58,35,0.61,2,555.52
2025-07-24,tiktok,social,48,63,31,0.5,2,453.49
2025-07-24,google,organic,99,120,77,0.65,3,625.43
2025-07-24,google,organic,225,280,149,0.54,14,3178.91
2025-07-24,google,organic,227,334,229,0.69,16,3251.04
2025-07-24,google,cpc,147,194,100,0.52,8,2126.18
2025-07-24,email,newsletter,102,132,92,0.7,4,967.88
2025-07-24,direct,(none),229,278,151,0.54,9,2398.75
2025-07-25,google,organic,198,242,149,0.62,8,1621.29
2025-07-25,google,organic,195,235,148,0.63,9,1859.92
2025-07-25,google,cpc,38,49,25,0.51,1,241.05
2025-07-25,google,cpc,54,67,36,0.55,2,407.05
2025-07-25,direct,(none),94,114,62,0.55,4,985.75
2025-07-25,email,newsletter,152,222,154,0.69,10,2161.17
2025-07-25,tiktok,social,73,96,58,0.61,3,790.97
2025-07-25,email,newsletter,201,269,135,0.51,8,1659.27
2025-07-25,google,cpc,192,254,177,0.7,8,1801.01
2025-07-26,google,organic,48,60,36,0.61,2,412.29
2025-07-26,tiktok,social,163,229,126,0.55,8,2012.27
2025-07-26,email,newsletter,202,249,150,0.6,12,3117.09
2025-07-26,instagram,social,61,78,41,0.53,2,550.85
2025-07-26,tiktok,social,68,92,47,0.51,3,740.89
2025-07-26,instagram,social,125,187,112,0.6,6,1238.99
2025-07-26,direct,(none),211,261,161,0.62,10,2314.24
2025-07-27,google,cpc,210,257,145,0.57,13,3266.34
2025-07-27,email,newsletter,143,175,96,0.55,9,2376.2
2025-07-27,google,organic,245,308,180,0.58,13,3092.44
2025-07-27,instagram,social,180,227,143,0.63,13,2506.63
2025-07-27,tiktok,social,131,173,115,0.67,9,1856.05
2025-07-27,email,newsletter,205,295,190,0.64,16,3628.43
2025-07-27,google,organic,243,331,222,0.67,20,4286.23
2025-07-27,direct,(none),151,190,105,0.55,8,1685.63
2025-07-27,google,organic,153,225,139,0.62,12,2641.73
2025-07-27,direct,(none),257,372,238,0.64,17,3713.55
2025-07-27,tiktok,social,245,303,180,0.6,15,3542.68
2025-07-27,direct,(none),228,336,233,0.69,15,3619.41
2025-07-28,instagram,social,75,109,73,0.68,5,1200.63
2025-07-28,google,cpc,77,105,71,0.68,4,976.9
2025-07-28,google,organic,41,53,34,0.66,2,565.86
2025-07-28,google,organic,196,279,148,0.53,10,2070.08
2025-07-28,google,cpc,48,62,34,0.56,3,778.36
2025-07-29,google,organic,68,94,48,0.52,1,302.05
2025-07-29,google,organic,60,87,46,0.54,2,614.33
2025-07-29,direct,(none),146,185,96,0.52,5,1295.04
2025-07-29,google,organic,95,116,78,0.67,2,624.82
2025-07-29,google,organic,62,88,54,0.62,2,587.86
2025-07-29,google,cpc,115,166,87,0.53,2,498.77
2025-07-29,direct,(none),89,112,59,0.53,2,537.18
2025-07-29,google,cpc,32,42,28,0.68,1,261.64
2025-07-29,instagram,social,134,161,108,0.68,2,466.32
2025-07-29,google,cpc,148,209,142,0.68,3,827.39
2025-07-29,tiktok,social,122,175,115,0.66,4,1119.02
2025-07-29,direct,(none),70,99,63,0.64,3,955.46
2025-07-29,email,newsletter,77,104,59,0.57,3,775.73
2025-07-29,direct,(none),106,135,72,0.54,4,1053.83
2025-07-30,tiktok,social,56,71,47,0.67,1,255.33
2025-07-30,direct,(none),99,130,89,0.69,2,507.32
2025-07-30,direct,(none),100,125,63,0.51,2,537.08
2025-07-30,instagram,social,97,117,70,0.6,1,277.06
2025-07-30,tiktok,social,106,146,87,0.6,4,997.57
2025-07-30,google,organic,39,47,23,0.5,0,0.0
2025-07-30,direct,(none),125,172,88,0.51,5,1140.4
2025-07-30,google,cpc,129,187,117,0.63,3,770.67
2025-07-30,direct,(none),35,49,27,0.56,1,315.73
2025-07-31,google,organic,110,141,77,0.55,3,752.69
2025-07-31,instagram,social,47,69,44,0.65,1,248.51
2025-07-31,instagram,social,134,192,126,0.66,4,1272.82
2025-07-31,google,cpc,41,51,26,0.53,1,249.27
2025-07-31,direct,(none),134,179,96,0.54,2,638.07
2025-07-31,tiktok,social,142,199,137,0.69,3,804.5
2025-07-31,tiktok,social,88,128,88,0.69,4,946.32
2025-07-31,tiktok,social,138,187,122,0.65,3,855.04
2025-07-31,tiktok,social,70,101,51,0.51,3,837.74
2025-08-01,tiktok,social,61,85,48,0.57,1,242.24
2025-08-01,tiktok,social,50,60,39,0.66,1,260.37
2025-08-01,direct,(none),29,34,22,0.67,0,0.0
2025-08-01,google,organic,147,189,105,0.56,4,1013.49
2025-08-01,google,cpc,28,33,19,0.59,0,0.0
2025-08-01,instagram,social,28,36,19,0.53,0,0.0
2025-08-01,google,cpc,123,176,95,0.54,5,1258.61
2025-08-01,tiktok,social,137,199,122,0.62,3,962.56
2025-08-01,tiktok,social,44,57,32,0.58,0,0.0
2025-08-01,google,cpc,96,137,75,0.55,3,765.74
2025-08-02,tiktok,social,137,170,117,0.69,6,1568.89
2025-08-02,email,newsletter,57,80,51,0.64,3,827.67
2025-08-02,google,organic,121,146,90,0.62,6,1262.31
2025-08-02,google,cpc,230,322,175,0.55,13,2858.45
2025-08-02,google,organic,107,157,79,0.5,5,1068.14
2025-08-02,google,cpc,44,54,34,0.63,1,252.99
2025-08-03,google,cpc,68,100,60,0.6,5,1019.87
2025-08-03,email,newsletter,88,107,74,0.7,4,891.51
2025-08-03,email,newsletter,186,242,160,0.66,10,2085.58
2025-08-03,email,newsletter,129,187,106,0.57,9,2026.94
2025-08-03,email,newsletter,288,429,238,0.56,21,5444.74
2025-08-03,google,organic,196,247,164,0.67,10,2538.71
2025-08-03,google,organic,209,311,200,0.64,16,3573.31
2025-08-04,direct,(none),116,171,93,0.55,5,1207.07
2025-08-04,google,organic,161,230,147,0.64,9,1903.61
2025-08-04,google,organic,105,148,88,0.6,7,1646.02
2025-08-04,email,newsletter,136,184,95,0.52,7,1418.34
2025-08-04,google,organic,203,278,145,0.52,9,1961.4
2025-08-04,google,cpc,102,137,90,0.66,6,1281.15
2025-08-04,direct,(none),220,287,184,0.64,9,1824.72
2025-08-04,email,newsletter,187,232,128,0.55,7,1780.65
2025-08-04,email,newsletter,160,215,124,0.58,7,1917.93
2025-08-04,direct,(none),235,342,219,0.64,14,3088.34
2025-08-05,tiktok,social,212,314,182,0.58,12,3329.92
2025-08-05,google,cpc,116,141,85,0.61,4,1143.28
2025-08-05,direct,(none),220,285,171,0.6,13,3403.0
2025-08-05,direct,(none),168,228,152,0.67,10,2370.05
2025-08-05,instagram,social,51,67,44,0.67,3,871.37
2025-08-05,instagram,social,140,195,99,0.51,7,1759.54
2025-08-05,google,cpc,148,193,126,0.66,8,1707.59
2025-08-05,email,newsletter,227,334,200,0.6,10,2037.27
2025-08-05,google,organic,232,329,217,0.66,15,4232.83
2025-08-05,email,newsletter,89,122,66,0.55,5,1037.58
2025-08-05,direct,(none),230,320,202,0.63,15,3258.57
2025-08-06,email,newsletter,50,69,38,0.55,2,633.7
2025-08-06,direct,(none),101,122,77,0.63,2,631.1
2025-08-06,email,newsletter,113,154,104,0.68,5,1616.69
2025-08-06,direct,(none),86,115,60,0.53,2,454.25
2025-08-06,instagram,social,97,127,75,0.6,2,536.6
2025-08-06,tiktok,social,93,123,81,0.66,2,463.56
2025-08-06,google,cpc,102,128,64,0.51,3,939.6
2025-08-07,google,organic,148,196,131,0.67,5,1447.03
2025-08-07,google,organic,134,163,92,0.57,2,614.02
2025-08-07,instagram,social,107,131,76,0.58,3,966.21
2025-08-07,direct,(none),64,77,50,0.66,2,543.37
2025-08-07,tiktok,social,28,40,25,0.65,0,0.0
2025-08-07,google,organic,64,93,64,0.69,2,637.58
2025-08-08,tiktok,social,86,126,82,0.66,6,1543.55
2025-08-08,direct,(none),45,55,35,0.64,2,532.82
2025-08-08,google,organic,52,65,43,0.68,2,492.93
2025-08-08,instagram,social,215,295,184,0.63,15,3573.2
2025-08-08,tiktok,social,158,190,97,0.51,11,2463.02
2025-08-08,google,organic,215,302,165,0.55,14,3250.03
2025-08-08,tiktok,social,107,133,84,0.64,7,1875.86
2025-08-08,tiktok,social,129,168,103,0.61,6,1450.85
2025-08-08,google,cpc,52,74,39,0.54,2,473.84
2025-08-08,google,cpc,256,360,197,0.55,20,3892.6
2025-08-08,instagram,social,172,221,115,0.52,12,2396.08
2025-08-08,email,newsletter,135,191,131,0.69,8,1953.96
2025-08-08,direct,(none),258,321,201,0.63,18,4516.96
2025-08-08,google,cpc,45,57,33,0.59,2,493.59
2025-08-10,google,organic,137,183,108,0.59,7,1452.56
2025-08-11,google,organic,141,203,129,0.64,5,1342.38
2025-08-11,direct,(none),46,59,35,0.6,2,648.26
2025-08-11,direct,(none),116,140,77,0.56,4,1105.48
2025-08-11,tiktok,social,127,173,91,0.53,5,1206.3
2025-08-12,tiktok,social,57,80,40,0.5,2,578.99
2025-08-12,tiktok,social,178,250,153,0.61,6,1848.58
2025-08-12,tiktok,social,41,54,33,0.62,1,271.26
2025-08-12,instagram,social,183,237,127,0.54,7,2120.72
2025-08-12,email,newsletter,149,220,112,0.51,8,1999.88
2025-08-12,instagram,social,130,191,110,0.58,7,1984.72
2025-08-12,direct,(none),143,204,128,0.63,6,1761.83
2025-08-12,email,newsletter,182,227,153,0.68,9,2042.0
2025-08-12,google,organic,29,35,19,0.54,1,300.09
2025-08-13,google,organic,74,99,70,0.71,5,984.64
2025-08-13,email,newsletter,332,430,276,0.64,28,6731.14
2025-08-13,google,cpc,230,312,182,0.59,18,3419.44
2025-08-13,google,organic,189,244,153,0.63,16,3744.75
2025-08-13,google,organic,99,134,87,0.65,9,1629.14
2025-08-13,google,organic,245,295,169,0.57,19,3370.45
2025-08-13,google,organic,230,344,250,0.73,21,3826.66
2025-08-13,tiktok,social,148,181,104,0.58,12,2629.37
2025-08-14,google,cpc,102,148,87,0.59,2,525.45
2025-08-14,tiktok,social,91,130,88,0.68,4,907.74
2025-08-14,tiktok,social,70,100,57,0.58,1,318.57
2025-08-14,instagram,social,23,34,20,0.6,0,0.0
2025-08-14,google,organic,107,155,77,0.5,3,751.68
2025-08-14,google,organic,42,60,34,0.58,0,0.0
2025-08-14,direct,(none),41,60,40,0.68,1,255.96
2025-08-15,direct,(none),69,86,57,0.67,1,322.23
2025-08-15,instagram,social,93,128,65,0.51,3,748.62
2025-08-15,tiktok,social,69,85,53,0.63,2,571.3
2025-08-15,email,newsletter,58,70,41,0.59,1,317.21
2025-08-15,tiktok,social,47,59,37,0.64,1,229.25
2025-08-15,instagram,social,40,48,33,0.7,1,303.38
2025-08-15,tiktok,social,52,64,44,0.69,1,233.28
2025-08-15,email,newsletter,43,56,37,0.68,1,270.44
2025-08-16,tiktok,social,81,117,67,0.58,4,853.86
2025-08-16,instagram,social,96,143,83,0.58,5,1271.06
2025-08-16,email,newsletter,192,254,163,0.64,12,2856.65
2025-08-16,google,organic,182,226,154,0.68,7,1629.73
2025-08-16,google,cpc,225,292,190,0.65,13,3081.02
2025-08-17,google,organic,240,347,227,0.66,17,3920.26
2025-08-17,direct,(none),60,81,41,0.52,3,669.59
2025-08-17,instagram,social,116,142,89,0.63,6,1533.91
2025-08-17,direct,(none),60,79,47,0.6,3,836.93
2025-08-17,google,organic,41,60,34,0.58,3,650.07
2025-08-17,google,organic,156,196,110,0.57,7,1975.73
2025-08-17,google,organic,151,218,148,0.68,7,1861.09
2025-08-17,email,newsletter,46,64,40,0.63,2,547.05
2025-08-17,tiktok,social,51,70,46,0.67,2,519.16
2025-08-17,email,newsletter,61,83,46,0.56,2,492.45
2025-08-17,instagram,social,213,288,145,0.5,12,3171.42
2025-08-17,instagram,social,63,85,50,0.6,3,645.51
2025-08-17,google,organic,115,152,91,0.6,6,1518.45
2025-08-18,google,cpc,121,152,96,0.63,10,1809.89
2025-08-18,google,cpc,52,68,44,0.66,4,981.99
2025-08-18,google,organic,185,234,156,0.67,15,2605.93
2025-08-19,email,newsletter,118,167,94,0.57,5,1244.18
2025-08-19,google,cpc,47,62,36,0.6,2,602.7
2025-08-19,tiktok,social,133,199,111,0.56,4,1043.74
2025-08-19,email,newsletter,73,96,55,0.58,2,477.85
2025-08-19,google,cpc,33,39,22,0.57,1,265.0
2025-08-19,instagram,social,45,56,35,0.64,1,282.96
2025-08-19,google,cpc,69,89,51,0.58,2,507.09
2025-08-19,google,cpc,108,134,79,0.59,3,897.26
2025-08-19,tiktok,social,46,60,32,0.54,1,237.09
2025-08-19,google,organic,125,171,115,0.68,5,1444.1
2025-08-19,instagram,social,56,72,44,0.61,2,463.28
2025-08-20,tiktok,social,161,226,131,0.58,10,2440.0
2025-08-20,google,cpc,128,188,129,0.69,8,1749.12
2025-08-20,google,organic,110,140,86,0.62,4,1148.14
2025-08-20,google,cpc,176,245,136,0.56,8,2098.7
2025-08-21,google,organic,25,31,21,0.69,0,0.0
2025-08-21,email,newsletter,45,64,36,0.58,1,254.17
2025-08-21,google,organic,91,135,72,0.54,4,1275.82
2025-08-21,direct,(none),119,171,86,0.51,4,989.78
2025-08-21,instagram,social,76,104,65,0.63,1,295.4
2025-08-21,tiktok,social,49,59,35,0.61,1,307.76
2025-08-21,direct,(none),53,65,42,0.66,1,257.35
2025-08-21,google,organic,67,85,48,0.57,1,314.0
2025-08-21,direct,(none),89,117,79,0.68,1,279.88
2025-08-21,instagram,social,57,74,48,0.66,2,494.38
2025-08-21,google,organic,148,218,144,0.66,6,1779.47
2025-08-21,google,organic,90,110,62,0.56,3,817.85
2025-08-22,tiktok,social,65,95,57,0.61,1,303.04
2025-08-22,google,cpc,146,176,121,0.69,5,1578.43
2025-08-22,direct,(none),32,38,21,0.56,0,0.0
2025-08-22,google,organic,50,72,49,0.68,1,255.94
2025-08-22,email,newsletter,22,28,16,0.59,0,0.0
2025-08-22,google,cpc,138,197,136,0.69,4,1135.3
2025-08-22,tiktok,social,42,54,36,0.68,0,0.0
2025-08-22,google,organic,140,197,110,0.56,3,884.93
2025-08-22,direct,(none),72,93,64,0.69,1,273.69
2025-08-23,direct,(none),258,327,217,0.66,16,4311.1
